entry_time,exit_time,direction,entry,exit,sl,target,exit_reason,pnl_r,pnl_dollars,equity_after
1755159900,1755160500,long,121923.0,121761.58875000001,121761.58875000001,122245.82249999998,SL,-1.0,-93.9,9296.41
1755168000,1755168600,short,121496.0,121228.64875000001,121763.35124999999,120961.29750000002,SL,1.0,92.96,9389.37
1755201000,1755201300,long,118224.0,117993.47375,117993.47375,118685.05249999999,SL,-1.0,-93.89,9295.48
1755203400,1755204300,long,118003.0,117707.11700000001,117707.11700000001,118594.76599999997,SL,-1.0,-92.95,9202.52
1755204600,1755205800,short,117822.0,118129.53524999999,118129.53524999999,117206.92950000003,SL,-1.0,-92.03,9110.5
1755208500,1755225300,long,117836.5,118792.91699999999,117358.2915,118792.91699999999,Target,2.0,182.21,9292.71
1755225900,1755226800,long,118805.0,118575.18275,118575.18275,119264.63449999999,SL,-1.0,-92.93,9199.78
1755227700,1755233100,long,118875.0,118875.0,118593.17375,119438.6525,SL,0.0,0.0,9199.78
1755236700,1755237300,short,118694.5,118913.92725,118913.92725,118255.64550000001,SL,-1.0,-92.0,9107.78
1755240300,1755241200,long,119140.5,118973.4835,118973.4835,119474.533,SL,-1.0,-91.08,9016.7
1755244800,1755246900,long,118841.0,119028.85625,118653.14375,119216.7125,SL,1.0,90.17,9106.87
1755247200,1755247500,long,119115.0,118941.4995,118941.4995,119462.00099999999,SL,-1.0,-91.07,9015.8
1755249900,1755252000,short,118788.5,118788.5,118954.94774999999,118455.60450000002,SL,0.0,0.0,9015.8
1755258300,1755260400,long,119009.5,118885.52750000001,118885.52750000001,119257.44499999998,SL,-1.0,-90.16,8925.64
1755266400,1755266700,short,117700.5,118082.51174999999,118082.51174999999,116936.47650000002,SL,-1.0,-89.26,8836.39
1755268200,1755270300,short,117788.0,116938.84650000001,118212.57675,116938.84650000001,Target,2.0,176.73,9013.11
1755272700,1755278700,short,117057.0,117431.18625,117431.18625,116308.6275,SL,-1.0,-90.13,8922.98
1755279900,1755281100,long,117601.5,117362.78925,117362.78925,118078.9215,SL,-1.0,-89.23,8833.75
